edad,nivel_educacion,estado_civil,tipo_empleo,region,historial_credito,ingreso_mensual,monto_solicitado,antiguedad_empleo,aprobado
23,Secundaria,Soltero,,Norte,Bueno,6042.352345047745,14770.36838723992,1,1
62,Universitario,Soltero,Empleado,Oeste,Malo,5599.07687814336,13853.476658111196,16,0
22,Secundaria,Soltero,Empleado,Sur,Excelente,7069.835058384449,11903.959342445403,9,1
41,Secundaria,Divorciado,Empleado,Oeste,Bueno,7064.759300077551,35747.068199946225,6,1
42,Tecnico,Casado,Desempleado,Este,Regular,4968.343227730424,5153.21419049077,9,1
58,Tecnico,Casado,Autonomo,Este,Bueno,3894.965857600728,37338.83286322358,18,1
29,Universitario,Soltero,Empleado,Oeste,Regular,5419.306128068719,34977.866258797396,19,1
48,Universitario,Divorciado,,Sur,Malo,6691.126409867335,13289.402492543923,8,0
56,Posgrado,Soltero,Empleado,Este,Regular,840.69515485653,13388.855375092902,21,1
27,Tecnico,Soltero,Empleado,Sur,Regular,7942.378464906928,31814.16868188061,16,1
40,Tecnico,Casado,Autonomo,Sur,Regular,2116.8351607702343,38346.38416870021,8,0
39,Universitario,Soltero,Autonomo,Este,Bueno,4185.792696751829,43947.79504128091,8,1
22,Secundaria,Soltero,Autonomo,Centro,Bueno,7078.61409086864,42754.838628869315,4,1
46,Tecnico,Casado,Empleado,Sur,Bueno,2420.290873118235,48279.2667140288,23,0
48,Secundaria,Divorciado,Desempleado,Este,Regular,4232.9256120827595,29487.859871489047,6,1
28,Secundaria,Casado,Empleado,Oeste,Malo,1754.59169730449,45524.122505677624,10,1
63,Posgrado,Casado,Desempleado,Sur,Bueno,3644.549542794987,40617.15038976013,7,0
50,Universitario,Viudo,Pensionado,Sur,Bueno,2075.375274509618,44838.713591386666,24,1
52,Universitario,Soltero,Empleado,Centro,Regular,3418.1197911523304,1569.703462982965,13,1
64,Tecnico,Soltero,Autonomo,Oeste,Excelente,3488.9423609075984,48329.24660142474,1,1
57,Secundaria,Soltero,Empleado,Este,Bueno,7950.829685107996,24202.977979477437,9,1
40,Secundaria,Casado,Empleado,Oeste,Excelente,7962.65381098716,40110.9664891673,20,1
27,Secundaria,Casado,Empleado,Norte,Bueno,1626.4612063564095,7233.0018475512625,23,0
46,Tecnico,Divorciado,Empleado,,Regular,6026.9752111641,20401.11369488473,15,0
52,Universitario,Casado,Desempleado,Este,Bueno,1172.5674536175284,14301.572488028554,15,0
30,Universitario,Casado,Autonomo,Este,Regular,1017.3825104277581,15291.279754545914,18,1
41,Secundaria,Soltero,Empleado,Sur,Bueno,1558.4040385637431,7039.525377593205,10,0
31,Posgrado,Divorciado,Autonomo,Norte,Malo,7751.496730457125,40482.42779460734,5,0
58,Universitario,Viudo,Pensionado,Norte,Excelente,7574.217544841821,1452.8734144728298,5,1
48,Universitario,Divorciado,Empleado,Centro,Regular,2196.280306020899,16312.767392274922,6,1
34,Universitario,Soltero,Pensionado,Este,Excelente,1964.040815986723,9546.116617604337,15,1
62,Tecnico,Casado,Empleado,Este,Excelente,2531.8526229148183,29862.908089808683,12,0
23,Secundaria,Soltero,,,Bueno,4511.938357341023,13458.36772811265,2,0
42,Tecnico,Soltero,Empleado,Norte,Bueno,4901.8733506549515,13690.924271876884,23,1
54,Universitario,Soltero,Empleado,Oeste,Bueno,2395.472699164021,24928.56905577062,23,1
45,Secundaria,Casado,Empleado,Este,Excelente,6247.684074247605,32981.762927705364,8,1
63,Secundaria,Casado,Autonomo,Este,Bueno,3028.7828196990854,6943.930523693018,23,1
55,Secundaria,Soltero,Empleado,Sur,Bueno,7439.345543811754,9600.061170809311,2,1
30,Secundaria,Soltero,Empleado,Oeste,Bueno,5528.403486488461,13111.562485131362,5,0
23,Universitario,Casado,Empleado,Norte,Excelente,3941.7285989860043,48713.662491780065,24,1
51,Universitario,Soltero,Desempleado,Norte,Bueno,6487.366412260487,20460.472497203096,16,0
43,Tecnico,Soltero,Empleado,Este,Bueno,6688.985307535986,30350.5144409203,2,1
32,Secundaria,Casado,Empleado,Sur,Bueno,2891.4675603843943,12835.597823082917,1,1
64,Tecnico,Casado,Empleado,Sur,Excelente,3245.944715619807,25032.516732716907,11,1
38,Tecnico,Soltero,Empleado,Oeste,Bueno,7538.877106845945,4631.839544911945,23,0
57,Secundaria,Soltero,Autonomo,Oeste,Regular,1986.135476215558,2702.3651501940203,5,0
34,Tecnico,Soltero,Autonomo,,Bueno,1103.4830021331263,23967.94281425155,9,0
28,Tecnico,Divorciado,Empleado,Este,Excelente,4069.198322788754,20534.30508840219,10,1
37,Universitario,Casado,,Norte,Bueno,6568.711281754128,7707.135664899556,15,1
54,Universitario,Casado,Autonomo,Sur,Excelente,6356.01036543737,34692.47001711595,15,1
22,Secundaria,Soltero,Empleado,Centro,Malo,7420.620528172394,49652.27105406396,23,1
32,Tecnico,Casado,Autonomo,Este,Bueno,4639.04478345709,20386.69423863891,17,1
27,Universitario,Soltero,Autonomo,Oeste,Bueno,1520.4656352790398,31603.373159952327,21,1
41,Tecnico,Casado,Autonomo,Norte,Excelente,5038.560615219316,48185.8211758598,22,1
56,Universitario,Divorciado,Empleado,Este,Malo,6404.448423343123,41745.21364989689,23,1
58,Universitario,Casado,Empleado,Norte,Excelente,1471.96246594275,23714.0589418316,8,1
62,Secundaria,Divorciado,Pensionado,Este,Bueno,2043.1332879026463,37136.98473853605,20,1
47,Secundaria,Casado,Empleado,Centro,Regular,888.4927603208305,7278.616972275677,18,1
33,Universitario,Soltero,Autonomo,Centro,Regular,5074.2985720170345,26093.088917726163,1,1
51,Secundaria,Divorciado,Empleado,Este,Regular,7184.487622010512,14673.95358181689,23,1
49,Universitario,Soltero,Autonomo,Este,Bueno,5628.775875215117,8897.020706911893,0,1
48,Posgrado,Casado,Empleado,Centro,Malo,7870.6886306550705,21887.764406472208,15,1
63,Universitario,Soltero,Empleado,Oeste,Regular,1253.8422979982834,7419.713167247107,21,1
40,Tecnico,Soltero,Empleado,Norte,Excelente,7301.607813090773,35250.27030054979,17,1
26,Universitario,Casado,Autonomo,Este,Regular,6661.291669184101,23355.76215861344,2,0
26,Tecnico,Soltero,Autonomo,Sur,Regular,3062.5389475964357,27026.086995668527,23,1
62,Tecnico,Casado,Empleado,Este,Bueno,7809.391173228213,8172.420994739694,0,1
48,Posgrado,Casado,Empleado,Este,Bueno,2873.1517868341884,7848.81139358123,5,1
49,Tecnico,Soltero,Autonomo,Este,Bueno,7202.9940115631725,29587.356327746078,18,1
47,Posgrado,Soltero,Empleado,Sur,Bueno,7141.389754934164,49265.477643642866,21,1
48,Posgrado,Casado,Empleado,Norte,Bueno,6255.134839541402,5716.278578648556,18,1
63,Secundaria,Soltero,Empleado,Este,Bueno,4856.987411452534,15000.839999723283,10,1
42,Secundaria,Casado,Empleado,Centro,Regular,1664.019797241594,43603.49671035649,7,0
22,Secundaria,Casado,,Oeste,Regular,4630.196488374788,4541.32860050661,4,1
49,Secundaria,Divorciado,Empleado,Sur,Bueno,3368.933040715529,43918.40034698061,19,0
36,Secundaria,Casado,Empleado,Centro,Bueno,6503.962638718533,26690.013185362808,8,1
38,Universitario,Casado,Empleado,Centro,Bueno,6258.530286777283,21005.071922394865,14,1
47,Secundaria,Casado,Empleado,Sur,Bueno,7356.410053082758,16174.347653221337,20,1
41,Tecnico,Soltero,Empleado,Norte,Bueno,906.7771695082967,15558.740748264252,13,1
46,Universitario,Soltero,Empleado,Oeste,Regular,6625.543161125932,15984.32654002446,3,0
34,Secundaria,Casado,Autonomo,Centro,Regular,7556.926782497615,44355.35096704959,23,1
54,Universitario,Casado,Empleado,Centro,Bueno,6482.963233578681,36465.96627856449,23,1
46,Secundaria,Casado,Empleado,Centro,Bueno,1737.4001110666404,33816.427383726375,7,1
29,Secundaria,Divorciado,Empleado,Oeste,Bueno,1385.2095548543916,40138.70829864804,19,1
26,Universitario,Divorciado,Empleado,Este,Regular,950.0857266154458,13598.618487203104,16,0
27,Universitario,Divorciado,Empleado,Norte,Bueno,5326.9656259621115,31284.09779200603,1,1
44,Universitario,Casado,Empleado,Sur,Excelente,5333.643093391189,23543.245708939598,19,1
51,Universitario,Soltero,Desempleado,Este,Regular,7905.778742371129,39339.64012480948,15,1
35,Universitario,Casado,Empleado,Oeste,Bueno,3665.9108535494893,16153.549413190989,9,1
44,Secundaria,Soltero,Pensionado,Este,Excelente,3189.7252512619766,32515.752226624893,1,0
32,Secundaria,Casado,Empleado,Oeste,Regular,5295.859475727626,44228.40817904836,10,0
52,Universitario,Casado,Empleado,Sur,Bueno,6744.382442054676,20705.373333551506,9,1
27,Universitario,Casado,Empleado,Este,Malo,7544.772436565613,4264.48228100561,18,1
32,Posgrado,Soltero,Empleado,Norte,Bueno,6582.493996489078,26286.490294747848,24,1
34,Tecnico,Soltero,Empleado,Este,Malo,3872.0526604337942,17952.651902544272,24,1
33,Tecnico,Casado,Autonomo,Oeste,Excelente,5371.382494246862,33939.04364681157,13,1
23,Universitario,Soltero,Empleado,Oeste,Bueno,6965.355152356042,47600.6133126817,10,1
56,Tecnico,Divorciado,Desempleado,Centro,Bueno,4332.389755844524,24794.807581845504,8,1
57,Posgrado,Soltero,Autonomo,Sur,Bueno,2360.1438346788273,23843.32127762116,6,1
38,Universitario,Soltero,Empleado,Este,Bueno,2022.0087661846853,33074.655209381555,14,0
49,Tecnico,Soltero,Empleado,Sur,Bueno,801.1357609620085,6071.377676084817,19,1
49,Universitario,Casado,Empleado,Este,Excelente,5971.313563865247,13421.803257325717,16,1
43,Universitario,Casado,Empleado,Centro,Excelente,1599.8999036911316,46029.98694951953,2,1
59,Secundaria,Soltero,Empleado,Oeste,Bueno,2555.641517810771,33827.188054824546,14,0
28,Posgrado,Soltero,Empleado,Centro,Excelente,2944.709586964112,1658.7581551873964,13,1
36,Tecnico,Casado,Empleado,Sur,Bueno,4834.734992984731,11026.648155391973,7,1
53,Universitario,Soltero,Empleado,Centro,Bueno,3665.2923965295386,34459.02603541606,3,1
32,Tecnico,Casado,Pensionado,Norte,Bueno,5657.652742566765,38455.56092556613,9,0
45,Universitario,Casado,Autonomo,Centro,Regular,1200.5983471666596,42153.119061028054,1,1
24,Tecnico,Soltero,,Sur,Malo,1692.3621987039642,15316.663365720198,13,1
51,Secundaria,Soltero,Empleado,Sur,Regular,4394.32282543952,46620.40121760057,7,1
27,Posgrado,Viudo,Empleado,Este,Bueno,3226.1464724971747,28094.397785316727,22,1
23,Secundaria,Casado,Empleado,Centro,Bueno,2929.85621180979,35130.41209700675,9,0
35,Tecnico,Casado,Empleado,Norte,Bueno,1282.6021690701637,30240.20427621549,24,1
62,Posgrado,Soltero,Empleado,Sur,Excelente,7249.17805818561,7014.262679056403,17,1
39,Posgrado,Casado,Autonomo,Centro,Bueno,5781.0938201003655,48192.618309859114,14,1
52,Universitario,Soltero,Autonomo,Sur,Bueno,1675.6507291014755,7020.90341481348,4,0
34,Universitario,Casado,Empleado,Norte,Regular,1268.3308957074123,13489.215864147996,21,1
47,Tecnico,Viudo,Empleado,Este,Malo,7819.08224070495,40867.76613092603,12,0
33,Secundaria,Soltero,Empleado,Sur,Bueno,5704.442363164435,31311.25111355397,17,1
39,Tecnico,Soltero,Empleado,Centro,Bueno,3805.6837118749386,42069.30910344149,1,1
30,Universitario,Soltero,Empleado,Oeste,Bueno,5852.463493441651,26271.0732303282,12,0
42,Universitario,Soltero,Empleado,Este,Regular,6245.588862657145,19472.668532965108,13,1
61,Universitario,Soltero,Empleado,Centro,Bueno,6415.727857199211,46170.42947784146,9,1
64,Universitario,Soltero,Pensionado,Este,Regular,4240.716600702015,2776.363558224948,3,0
45,Secundaria,Casado,,Norte,Regular,3895.1558584989057,42950.38079729925,14,0
55,Tecnico,Casado,Autonomo,,Malo,879.4022067360825,12310.071474201299,7,0
29,Secundaria,Soltero,Empleado,Este,Regular,7471.2112290212335,42588.08005994442,14,0
54,Tecnico,Divorciado,Empleado,Norte,Regular,5143.81672440039,7820.6340574273945,13,1
44,Tecnico,Soltero,Empleado,Centro,Regular,2262.7083477677706,29430.729220836485,20,1
34,Universitario,Viudo,Empleado,Oeste,Excelente,7421.144619834344,44517.28803156213,8,1
35,Tecnico,Soltero,Empleado,Sur,Regular,7387.509692746134,24203.442698045634,19,1
35,Secundaria,Divorciado,Autonomo,Este,Regular,7922.125983435891,37581.767016366255,2,1
37,Secundaria,Casado,Autonomo,Oeste,Regular,7093.2072546006475,40428.909274922364,14,1
59,Universitario,Divorciado,Empleado,Centro,Bueno,7984.047592304466,37088.21622712218,23,0
60,Universitario,Viudo,Empleado,Centro,Malo,2561.740554487563,46341.15710685532,16,1
47,Secundaria,Soltero,Desempleado,Este,Excelente,6864.197013434486,22894.877295476505,24,1
47,Secundaria,Viudo,Empleado,Oeste,Excelente,6725.803823329505,9483.146519092632,15,1
22,Universitario,Soltero,Empleado,Este,Regular,2462.770586389283,3342.742121421509,3,1
53,Secundaria,Soltero,Empleado,Este,Bueno,1508.7503528071336,13076.53361223775,10,1
36,Universitario,Soltero,Autonomo,Norte,Malo,7851.827698478717,8016.6776901318635,24,1
42,Universitario,Casado,Pensionado,Norte,Bueno,2931.3767709483946,28339.488330289543,7,1
39,Secundaria,Soltero,Empleado,Este,Bueno,7070.420891368204,10062.321523374869,2,1
51,Secundaria,Casado,Desempleado,Sur,Regular,829.715513657148,2907.7516571791875,18,1
34,Posgrado,Casado,Autonomo,Norte,Regular,951.3786119811359,2763.501614564725,13,1
45,Tecnico,Casado,Empleado,Oeste,Bueno,4154.273422613853,41746.90541987822,8,1
51,Tecnico,Divorciado,Empleado,Norte,Bueno,2518.745724332458,29981.046640708217,2,1
23,Universitario,Casado,Empleado,Este,Regular,5766.857240738943,18546.17979277553,3,1
40,Posgrado,Soltero,Pensionado,Este,Bueno,4872.063144089271,44817.1740942721,24,0
46,Posgrado,Soltero,Empleado,Centro,Bueno,1357.8977416435384,4439.633958977967,3,0
35,Universitario,Soltero,Autonomo,Este,Excelente,1970.9237334731629,49035.78156366347,10,1
27,Tecnico,Soltero,Empleado,Norte,Regular,3593.9547444205828,31198.29772246859,18,1
33,Secundaria,Soltero,Autonomo,Este,Bueno,2136.349260479119,9989.748444473575,15,0
41,Universitario,Soltero,,Centro,Bueno,6504.000900156286,34274.38584987146,22,1
44,Universitario,Viudo,Empleado,Centro,Regular,3795.7056959836164,38405.68172939457,21,0
51,Tecnico,Casado,,Este,Bueno,1472.7094412659949,22037.79638516795,16,1
51,Posgrado,Soltero,Autonomo,Sur,Bueno,4287.268896359299,43219.99770603182,9,1
59,Secundaria,Casado,Desempleado,Centro,Excelente,1454.0349036421821,8385.887957527044,23,0
51,Tecnico,Soltero,Empleado,Norte,Regular,1728.3485990226836,14663.04159530281,16,1
62,Secundaria,Casado,Autonomo,Oeste,Bueno,2525.1907906030783,5581.125717615499,15,1
51,Tecnico,Casado,Empleado,,Bueno,6988.599477781926,11333.014189760255,19,1
57,Secundaria,Casado,Empleado,Norte,Excelente,7457.210232797398,12697.711783646108,21,1
55,Secundaria,Casado,Empleado,Sur,Regular,6749.055651190897,45964.0263551638,5,1
37,Secundaria,Viudo,Empleado,Sur,Excelente,3205.3559654085,4827.374748806654,6,1
45,Universitario,Divorciado,Empleado,Oeste,Excelente,2761.6143759835877,21943.340889197763,13,1
35,Universitario,Casado,Pensionado,Centro,Regular,4753.920973689722,27087.535674118735,10,1
47,Universitario,Casado,Empleado,Sur,Excelente,5997.342755838409,45035.95963630588,11,1
29,Posgrado,Casado,Autonomo,Centro,Excelente,7952.284074753259,49887.11471439946,13,1
35,Tecnico,Soltero,Empleado,Norte,Regular,1747.3091255282689,37916.017631071954,4,1
52,Secundaria,Soltero,Empleado,Este,Bueno,1154.902392971392,48568.758537882444,4,1
23,Universitario,Soltero,Empleado,Norte,Bueno,5799.362400765951,39567.95549425782,19,1
25,Secundaria,Casado,Desempleado,Centro,Regular,6792.02564122812,48196.92940759941,21,1
22,Posgrado,Casado,Desempleado,Oeste,Malo,6893.711215038247,35656.2655712783,22,0
41,Secundaria,Soltero,,Oeste,Regular,5684.937553355557,4908.407847102482,14,1
35,Posgrado,Viudo,Pensionado,Centro,Regular,7668.913789658147,20694.08916264115,0,0
61,Secundaria,Divorciado,Empleado,Oeste,Bueno,4479.234297521026,32683.26690632105,24,1
46,Universitario,Casado,Empleado,Centro,Regular,7379.4665480207295,18185.206963258297,23,1
46,Tecnico,Casado,Autonomo,Oeste,Excelente,7768.247386338966,14395.81198757515,22,1
24,Posgrado,Divorciado,Empleado,Centro,Bueno,6899.533690422376,29292.564089521456,8,1
26,Secundaria,Soltero,Empleado,Este,Malo,3030.2616554620686,46741.59195841931,2,1
59,Universitario,Casado,Empleado,Norte,Bueno,2212.752688426126,2714.1118022915243,3,1
47,Posgrado,Soltero,Empleado,Este,Bueno,4746.464467869093,38692.32897353045,15,1
61,Tecnico,Casado,Empleado,Norte,Excelente,4061.7062027373568,36413.63662418673,6,1
59,Universitario,Soltero,Empleado,Este,Malo,7119.860063787677,48233.71784402607,21,1
59,Universitario,Divorciado,Empleado,Este,Regular,1520.2280316835067,46604.84989429463,13,1
25,Tecnico,Divorciado,Empleado,Oeste,Excelente,2655.728441442934,38349.39554016545,15,1
28,Universitario,Soltero,Empleado,Norte,Excelente,6212.952400534701,26500.029469447334,17,1
51,Universitario,Casado,Empleado,Norte,Bueno,1483.9038438366474,11009.110108442474,15,1
51,Posgrado,Viudo,Autonomo,Este,Bueno,3109.5037809562414,27716.550197953144,15,1
40,Secundaria,Casado,Empleado,Centro,Malo,3587.5188371886784,38502.24770206304,1,1
60,Secundaria,Divorciado,Empleado,Sur,Bueno,5282.675335251368,44887.79141925676,9,1
56,Posgrado,Casado,Autonomo,Este,Regular,1938.555049179425,39695.8884513169,6,1
61,Universitario,Soltero,Empleado,Oeste,Regular,6996.352330517909,10568.079824361645,24,1
54,Tecnico,Soltero,Empleado,Oeste,Excelente,4022.3040953571744,30384.62939717491,14,1
54,Universitario,Soltero,Autonomo,Sur,Regular,7402.556325540007,17276.499517036493,8,0
35,Secundaria,Casado,Empleado,Este,Bueno,4168.663378164308,1451.0777021415065,6,1
59,Secundaria,Soltero,Autonomo,Sur,Excelente,2780.28986437328,10810.825853644637,23,0
31,Tecnico,Casado,Autonomo,Centro,Regular,1821.1675665512591,6547.811846739014,15,0
49,Tecnico,Casado,Autonomo,Norte,Excelente,826.9646819212506,42293.23705343396,2,0
35,Universitario,Casado,Empleado,Sur,Excelente,4631.533891890816,13666.806355242787,16,1
57,Secundaria,Divorciado,Empleado,Norte,Bueno,1571.5282178738487,14950.20047549022,22,1
59,Posgrado,Viudo,Empleado,Sur,Regular,3620.4398981444833,48036.89201814533,7,1
37,Posgrado,Casado,Empleado,Oeste,Regular,5042.756680907024,19575.249429393756,1,1
42,Universitario,Divorciado,Empleado,Sur,Bueno,2784.938457699442,1469.6963670753335,24,1
49,Tecnico,Casado,Empleado,Norte,Regular,2061.61490503603,14908.46126896069,19,0
54,Tecnico,Casado,Empleado,Este,Regular,6377.99568278726,6845.67944948881,24,1
27,Universitario,Viudo,Empleado,Norte,Excelente,7616.8964404276685,6037.6195250568435,2,1
62,Universitario,Soltero,Empleado,Norte,Regular,1523.1710086061553,4796.8772166517265,7,1
36,Secundaria,Soltero,Empleado,Centro,Bueno,1920.2503355720567,30069.714038593487,1,1
24,Posgrado,Divorciado,Autonomo,Oeste,Malo,7712.091132219574,10278.038457863073,18,1
64,Universitario,Casado,Empleado,Centro,Bueno,1072.0463970481733,18700.896908009512,16,1
56,Posgrado,Divorciado,Empleado,Centro,Excelente,7838.9528231634,43238.86809037082,4,1
35,Universitario,Divorciado,Desempleado,Oeste,Regular,833.4402782119191,21792.568850017506,19,0
23,Universitario,Soltero,Empleado,Norte,Regular,7090.414320689586,45868.87615253024,16,1
50,Tecnico,Divorciado,Empleado,Oeste,Bueno,3012.7413031117967,25398.964616384706,9,0
25,Posgrado,Casado,Empleado,Centro,Bueno,7557.839778876535,20542.99412714803,8,1
47,Universitario,Casado,Autonomo,Oeste,Bueno,3082.0060781762154,37769.05742744438,21,1
33,Secundaria,Casado,Empleado,Este,Regular,5511.0055150452035,4585.579839632102,5,1
23,Secundaria,Divorciado,Empleado,Sur,Regular,1376.2345023147438,5384.440766138452,10,0
38,Tecnico,Soltero,Empleado,Centro,Excelente,2544.774642466921,32946.71198222507,1,1
56,Universitario,Casado,Desempleado,Oeste,Excelente,6370.491294650606,24860.094948723163,22,1
31,Posgrado,Casado,Empleado,Centro,Bueno,4606.538146487502,39730.3472656413,11,1
43,Secundaria,Casado,Empleado,Norte,Excelente,7481.377244866722,45897.27102983304,11,1
62,Universitario,Casado,Desempleado,Sur,Bueno,3887.010140057751,20029.97700590583,15,1
64,Tecnico,Soltero,Empleado,Sur,Bueno,7062.649033860246,30224.091302647666,24,1
42,Posgrado,Soltero,Desempleado,Oeste,Regular,4032.47914984331,25534.134761970185,21,1
36,Universitario,Soltero,Empleado,Norte,Bueno,7850.587606654294,49098.922126479214,23,1
56,Universitario,Divorciado,Autonomo,Norte,Bueno,7710.807546071913,41723.13596047316,11,0
42,Tecnico,Soltero,Empleado,Centro,Malo,3169.7842800037783,45675.14770559032,20,0
42,Tecnico,Soltero,Autonomo,Norte,Bueno,7178.650427000983,13462.664291302604,17,0
42,Secundaria,Viudo,Desempleado,Centro,Bueno,6902.801894352675,38853.79473496712,12,1
53,Secundaria,Soltero,Empleado,Sur,Bueno,2316.8988607584524,14008.188024884797,14,1
26,Universitario,Viudo,Empleado,Centro,Bueno,5294.890885639542,11228.384137991105,15,1
60,Universitario,Casado,Empleado,Este,Excelente,1323.312672246667,47269.04182312199,3,1
30,Posgrado,Divorciado,Empleado,Centro,Malo,6824.317188200924,1945.9164191754658,11,1
39,Posgrado,Soltero,Empleado,Centro,Bueno,2056.7303612251753,48304.046479508055,16,1
42,Universitario,Soltero,Empleado,Norte,Bueno,1309.8658499775045,8313.832952451503,0,1
29,Universitario,Casado,Empleado,Norte,Bueno,3681.5774878794405,41152.46600787014,21,1
55,Posgrado,Divorciado,Empleado,Sur,Regular,4953.839397917433,14520.20510033705,17,0
31,Universitario,Casado,Empleado,Oeste,Regular,6955.402101630351,18184.41404410564,21,1
62,Secundaria,Soltero,Autonomo,Centro,Excelente,7814.546183756503,11621.127854777264,15,1
45,Tecnico,Casado,Empleado,Este,Bueno,3964.3460905030183,29690.188081572902,0,1
61,Secundaria,Casado,Empleado,Oeste,Excelente,1235.2178454939456,18056.68182788583,9,1
45,Posgrado,Casado,Empleado,Norte,Bueno,6193.632168986269,33212.2589352385,18,1
53,Universitario,Casado,Empleado,Centro,Bueno,4869.247444812349,1766.7185791612328,15,1
54,Secundaria,Divorciado,Empleado,Centro,Excelente,4024.8176828801347,4154.369292236941,13,1
59,Universitario,Casado,Empleado,Sur,Bueno,3026.7359273037655,5883.396483831184,24,1
55,Universitario,Soltero,Empleado,Este,Bueno,4417.269400473457,21530.69058020132,1,1
32,Tecnico,Casado,Autonomo,Norte,Bueno,3238.4931520906225,40925.012460338825,23,1
52,Secundaria,Soltero,Empleado,Este,Excelente,6250.485447780994,44520.71760854075,5,1
39,Universitario,Casado,Autonomo,Este,Bueno,4716.034614747015,12995.726262984137,21,1
44,Tecnico,Casado,Autonomo,Norte,Bueno,7113.303973909607,29144.116487711686,22,1
43,Universitario,Soltero,Autonomo,Este,Malo,4713.516185475983,38649.884641937424,4,0
64,Tecnico,Soltero,Desempleado,Sur,Excelente,2515.489376047496,15152.642066060826,11,0
39,Universitario,Soltero,Empleado,Este,Malo,6927.86155207144,21041.37910007739,3,1
61,Universitario,Divorciado,Empleado,Este,Bueno,4811.977123496316,26674.735931599982,21,1
62,Universitario,Divorciado,,Norte,Bueno,2289.255474633641,7608.867473994337,23,0
60,Universitario,Soltero,Empleado,Oeste,Bueno,5289.256231684799,2273.1323925632355,3,1
41,Tecnico,Viudo,Empleado,Oeste,Bueno,3375.560707585478,8487.48465659588,4,0
34,Secundaria,Casado,Autonomo,Sur,Malo,6879.720408502873,31715.827441423135,6,1
22,Secundaria,Soltero,Autonomo,Norte,Bueno,4063.7581182551085,4607.294815150402,5,0
25,Universitario,Soltero,Desempleado,Oeste,Bueno,6030.3777783734,10295.121877656287,12,0
45,Universitario,Casado,Pensionado,Centro,Excelente,1487.8606949809075,17554.840399069883,3,1
57,Universitario,Casado,Autonomo,Sur,Regular,3651.3752933768924,4815.633151011951,12,1
57,Secundaria,Casado,Empleado,Sur,Excelente,7879.338342601271,10393.264286920086,3,1
23,Secundaria,Soltero,Desempleado,Norte,Bueno,6620.914084235468,45652.219660192044,9,0
49,Secundaria,Soltero,Empleado,Este,Excelente,1951.5737770418862,1945.6574791222533,19,1
47,Tecnico,Casado,Empleado,Norte,Bueno,2799.9011562362366,33018.164284543745,0,1
44,Universitario,Soltero,Desempleado,Sur,Bueno,3174.6738237657996,19836.03761484406,20,1
36,Tecnico,Soltero,Empleado,Oeste,Excelente,5482.632035567209,33959.78823218618,7,1
57,Tecnico,Soltero,Empleado,Este,Excelente,6250.36226832552,29845.894297806823,6,1
48,Posgrado,Divorciado,Empleado,Sur,Bueno,6196.59158341695,11951.43896337757,4,1
27,Tecnico,Divorciado,Desempleado,Este,Regular,4471.0932054061,42513.26489109604,2,1
56,Tecnico,Casado,Empleado,Este,Bueno,6637.907872434689,25105.07874785848,14,1
60,Universitario,Divorciado,Autonomo,Norte,Bueno,3946.9621958538205,41304.264926760115,16,0
59,Tecnico,Soltero,Empleado,Norte,Regular,1691.9400701280456,20894.61427322274,22,0
56,Universitario,Casado,Autonomo,Centro,Regular,4863.981259907456,49249.59214184671,12,0
57,Universitario,Soltero,Autonomo,Norte,Excelente,7656.569969127968,38753.97856656352,14,1
31,Posgrado,Casado,Empleado,Oeste,Malo,6509.554290026082,48331.5600505161,18,1
51,Secundaria,Viudo,Empleado,Centro,Bueno,4966.644663384145,26201.99746658308,19,1
62,Posgrado,Casado,Empleado,Sur,Regular,5457.000754513498,24210.865482244324,13,1
59,Tecnico,Soltero,Pensionado,Sur,Regular,7500.0465946561235,38017.23665693763,20,1
50,Secundaria,Casado,Autonomo,Este,Malo,3884.0681199317155,44134.27188765808,12,0
64,Tecnico,Soltero,,Centro,Regular,3186.037800386989,48243.14399741234,11,1
60,Posgrado,Divorciado,Empleado,Centro,Bueno,7836.139268003233,16903.04339559249,23,1
25,Tecnico,Casado,Autonomo,Oeste,Excelente,7016.790561274401,40136.52411828931,22,0
26,Tecnico,Casado,Autonomo,Norte,Regular,3125.913809253937,11321.634284141299,8,1
25,Universitario,Casado,Autonomo,Oeste,Bueno,4139.220300998644,27733.142990526816,2,1
57,Secundaria,Casado,Pensionado,Este,Bueno,3788.562528856153,9812.55927205076,10,1
37,Secundaria,Soltero,Empleado,Este,Excelente,1873.4888864343243,18022.470725766605,9,1
46,Secundaria,Casado,Empleado,Norte,Bueno,7696.299131455466,46636.559993116505,0,1
35,Secundaria,Soltero,Autonomo,Norte,Bueno,3711.0495047822633,8158.444288881218,16,0
32,Secundaria,Casado,Autonomo,Oeste,Bueno,7102.3693949929375,31987.643861624627,12,1
50,Secundaria,Divorciado,Empleado,Este,Excelente,2163.3648393007884,30054.759373442765,13,0
55,Universitario,Divorciado,Empleado,Sur,Malo,4744.669836587982,6916.179282740337,0,1
43,Secundaria,Casado,Empleado,Sur,Bueno,972.5219728947427,16972.973144671796,1,1
35,Tecnico,Casado,Empleado,Centro,Excelente,6302.387483664622,28586.09372124802,1,1
45,Universitario,Soltero,Empleado,Oeste,Bueno,4982.580067373205,10171.751840436023,6,1
60,Tecnico,Casado,Autonomo,Sur,Bueno,5304.24500098222,40230.559164227954,8,1
