edad,salario,años_experiencia,horas_trabajo,satisfaccion,num_proyectos,num_empleados,departamento,ciudad,genero,nivel_educacion,tamaño_empresa
41,18664.591835861767,6.116936233711166,40.04278040412175,3.6769301470301343,2,100,IT,Sevilla,M,Grado,Grande
18,14499.904083392685,-4.0,32.14559271437044,5.749095772042654,2,50,Ventas,Sevilla,F,Máster,Mediana
36,46816.71908226105,8.043207363153028,46.77786467855174,5.5788683927843135,5,50,IT,Madrid,M,Máster,Mediana
28,20916.983108674707,6.0,36.94571180097467,6.40782906270772,1,100,Ventas,Valencia,F,Máster,Mediana
43,12376.498902343757,12.208402484980681,42.522416281915085,7.64396810598541,3,500,Marketing,Barcelona,M,Grado,Grande
27,44103.274142163005,5.0,32.18482846714373,5.304249780676628,2,500,Finanzas,Valencia,F,Grado,Mediana
33,126310.66653310771,5.875770355539557,34.1027016774611,5.026463878841413,4,10,RRHH,Valencia,F,Bachillerato,Mediana
40,36205.435708331956,7.643739674034248,47.17543699611117,6.426950942869315,5,50,RRHH,Valencia,F,Grado,Pequeña
43,55229.106625003864,8.115570125564556,38.263488555210785,5.762363344223097,3,50,IT,Madrid,M,Grado,Pequeña
22,37832.15492046829,0.0,47.266377380212724,7.562156582716282,3,1000,IT,Sevilla,M,Grado,Pequeña
31,34563.55815196483,9.0,39.60884670470741,2.4579409510970907,3,100,Ventas,Barcelona,F,Grado,Grande
30,57499.88584584878,6.5910161551800694,30.790511135210714,8.087988327417452,2,50,RRHH,Valencia,M,Bachillerato,Grande
28,31409.40746765433,4.883512131804872,44.4603379986586,7.967567970301484,3,10,Marketing,Sevilla,M,Grado,Pequeña
52,41510.27047957907,24.233942414696287,37.050538411221964,6.7238009568894475,6,50,IT,Madrid,F,Doctorado,Pequeña
39,42652.82992898155,11.331685999094207,43.493444067585216,8.056417416286376,2,10,RRHH,Valencia,M,Grado,Pequeña
22,26002.67699835065,0.0,40.12605433770041,8.395814399380262,1,500,Finanzas,Sevilla,M,Máster,Grande
44,59636.38627674121,7.099700068260283,32.28440886028565,8.145263258793875,3,100,Ventas,Madrid,F,Grado,Pequeña
56,33273.61839707682,14.478232766021174,40.821473826852845,8.810850010457663,1,50,IT,Sevilla,F,Grado,Mediana
45,24887.661069462752,21.576508331467668,50.981115710763994,7.2432742097206,4,50,IT,Barcelona,M,Bachillerato,Grande
19,47489.07301574149,-3.0,42.4649322925723,6.976980222316261,5,500,Marketing,Sevilla,M,Grado,Mediana
30,23173.531184235362,8.0,39.712411234972684,5.6291199040503965,2,10,IT,Sevilla,M,Máster,Grande
47,36830.831234690195,9.347924786003306,45.376717009784485,2.229198795568796,3,10,RRHH,Barcelona,F,Grado,Mediana
27,36150.29910962661,5.0,41.05334232601555,9.001966154961385,0,500,RRHH,Barcelona,M,Bachillerato,Mediana
39,62501.62172049546,9.708460615556524,41.04767115131397,6.119664730219647,1,500,RRHH,Sevilla,M,Grado,Mediana
42,46043.83315549518,5.974813742193613,34.54187413920449,8.696099869420422,7,500,Finanzas,Barcelona,M,Grado,Pequeña
25,35863.90082872287,3.0,41.16924012894799,6.589108483490911,6,10,Finanzas,Sevilla,M,Máster,Grande
34,54659.76442236214,12.0,45.177217082084724,8.872000277288937,2,10,IT,Valencia,M,Grado,Mediana
18,72773.25384994513,-4.0,35.81968923949988,6.17527671539035,2,10,Finanzas,Sevilla,M,Grado,Pequeña
24,47997.54550048138,2.0,47.122479106234735,8.05806356185741,3,10,Finanzas,Madrid,F,Grado,Pequeña
32,36503.97033373881,9.118100593399632,39.54146987927437,7.095057888707364,4,100,Marketing,Barcelona,F,Bachillerato,Pequeña
22,18846.488401515635,0.0,35.561152442307296,6.502240687098935,3,10,Finanzas,Valencia,F,Grado,Mediana
51,21320.901645756847,5.306255153649084,44.98816038460122,6.139492409565789,4,100,Ventas,Barcelona,M,Grado,Pequeña
20,31175.49497795976,-2.0,38.566028821308656,5.396112341332097,1,10,Ventas,Barcelona,M,Grado,Grande
30,26775.53560186501,8.0,43.79757443743054,7.172780641504303,4,50,Ventas,Barcelona,F,Máster,Pequeña
36,33074.38347200652,9.105701944012557,38.54120683870731,8.124150850081667,3,1000,IT,Madrid,F,Máster,Pequeña
49,37358.84447702196,15.68064843638905,39.70086928235048,9.611310148091656,4,10,RRHH,Madrid,F,Grado,Mediana
20,47327.479947072745,-2.0,42.467801021671455,5.935724304734973,4,50,Marketing,Sevilla,F,Grado,Mediana
46,35057.701979798316,8.483537408914055,41.45448528795003,4.9571131023554695,4,50,IT,Madrid,F,Grado,Grande
35,46316.37373369215,6.285920648643084,30.022341097741307,3.8788182217419873,3,10,RRHH,Barcelona,M,Máster,Mediana
25,37505.28770200813,3.0,34.393781299528044,5.088655621270421,0,50,Marketing,Valencia,M,Bachillerato,Pequeña
39,13524.616072740133,9.149535048441745,44.64704992395408,7.023572628842095,4,50,Marketing,Valencia,M,Máster,Mediana
36,22704.815172029645,9.58627132262965,39.339317055492266,6.800143486173388,3,100,Marketing,Valencia,M,Grado,Pequeña
28,33791.21789568648,6.0,37.38134348614289,7.711527056085215,6,500,Ventas,Barcelona,M,Grado,Pequeña
35,19833.994304337986,2.6023737119400376,33.20712992371263,5.234996111754139,1,50,Ventas,Madrid,F,Máster,Pequeña
31,49019.05431116443,6.949821164367798,34.60131839362076,7.784190351697063,3,10,Ventas,Valencia,F,Bachillerato,Mediana
36,78071.11461783675,10.276267163517625,29.89100680019026,7.7036069118214385,3,100,Marketing,Barcelona,M,Grado,Pequeña
41,66794.82763069829,3.346740079156216,39.49359640649234,5.730715330827637,3,10,Marketing,Barcelona,F,Grado,Pequeña
50,32639.502421904348,12.274981751740308,37.007812097094764,5.9238150442318505,3,100,Ventas,Valencia,M,Grado,Pequeña
22,76524.25806398116,0.0,35.167060545073426,2.9713747338061927,2,100,Marketing,Valencia,M,Máster,Pequeña
56,39117.83298619609,8.558576965930698,39.65938287416024,8.720884127292534,3,10,Ventas,Sevilla,F,Máster,Pequeña
18,30682.78461124859,-4.0,41.81985315426369,6.417712419560369,3,500,Ventas,Sevilla,M,Grado,Pequeña
33,26723.501633692555,11.0,50.465989661049726,7.771090415830071,3,500,Ventas,Barcelona,M,Grado,Pequeña
40,31218.469092609048,12.44070042143801,32.440582902183934,6.622507607707725,2,500,RRHH,Sevilla,M,Bachillerato,Pequeña
37,29908.906483632356,5.230362409779837,45.79690521650261,7.576142074974568,2,50,Marketing,Sevilla,F,Máster,Pequeña
28,39545.536559462525,6.0,44.86550780507536,8.383614372166761,2,50,IT,Valencia,F,Grado,Grande
32,39351.40626346117,10.0,36.1045363031165,7.098280727074674,5,500,Ventas,Sevilla,M,Grado,Mediana
30,36370.85369013855,8.0,41.01617977293016,7.633582625301942,2,50,IT,Barcelona,M,Grado,Mediana
29,45182.67902080159,7.0,37.71183375331192,8.724958896467461,6,500,RRHH,Valencia,F,Grado,Grande
43,65862.40929920862,9.700210559876224,40.92844290209369,7.498052532280345,4,10,Marketing,Sevilla,F,Máster,Pequeña
38,58382.827021433375,16.0,47.54565506702275,5.7978400866188835,3,10,Ventas,Sevilla,F,Máster,Pequeña
28,17284.250943433897,6.0,43.02803116315656,5.044829534605118,3,100,Ventas,Sevilla,F,Grado,Grande
43,10127.800360503414,12.684988719816051,42.54304186616721,6.692452498135601,0,100,Ventas,Madrid,M,Máster,Mediana
38,57939.80788844588,10.674218649345601,37.84845340022679,5.245514344085239,5,100,IT,Sevilla,M,Grado,Grande
43,18334.882111588642,11.480954559205077,32.57971667537832,7.950839619433079,2,500,RRHH,Sevilla,M,Bachillerato,Grande
41,32455.243594710708,18.773010975584615,38.95765894729796,2.861145013176797,3,10,Marketing,Barcelona,F,Bachillerato,Pequeña
26,20230.436098936992,4.0,46.03304077431957,5.748826514942669,3,10,RRHH,Sevilla,F,Grado,Grande
29,14750.168437731581,5.545311958757471,32.36416071705176,7.601571982936431,4,500,Ventas,Madrid,M,Máster,Grande
42,47606.82270574188,11.160299237420118,34.724553159116525,7.351954099847685,2,10,RRHH,Valencia,F,Máster,Pequeña
41,53081.17264066372,6.12924229514714,40.63133868117034,7.826958399251125,5,100,IT,Sevilla,M,Bachillerato,Grande
34,27221.021406960048,6.789959409429068,35.07672607576369,4.155554561386971,1,50,Finanzas,Sevilla,F,Grado,Pequeña
36,9941.55627132993,7.822328853611731,36.03738276442394,7.786355405223672,4,10,Finanzas,Barcelona,M,Grado,Mediana
47,27636.089161205375,4.482451177487185,37.882007091359114,5.20553987786562,0,10,Marketing,Sevilla,M,Máster,Pequeña
29,44174.45689439204,5.935076905044862,33.17191297904925,7.950675011936752,6,50,Marketing,Sevilla,M,Máster,Pequeña
40,17336.063664786787,17.556454364814748,35.12939076891816,6.135566763190784,2,500,RRHH,Sevilla,M,Grado,Mediana
32,39802.29925737039,6.769899338721579,43.51713958393654,5.943641376214134,2,100,Marketing,Sevilla,F,Máster,Pequeña
32,36038.57153574154,10.0,33.46315108884518,7.027246211479126,1,100,IT,Valencia,M,Máster,Mediana
45,48515.84622256062,10.095623966998485,32.01063932752581,8.230400516177594,4,50,Ventas,Barcelona,M,Grado,Mediana
43,38553.038060767336,11.933516448068755,36.84987510233053,6.154390936695966,1,10,Ventas,Valencia,M,Grado,Pequeña
43,22325.06973926812,12.158746230709252,43.659777512549226,4.360130247787032,4,10,RRHH,Madrid,M,Grado,Pequeña
48,66057.82348354215,5.806331648942201,39.01539096001555,7.175799011359542,3,50,Ventas,Sevilla,F,Bachillerato,Mediana
35,33548.090089323414,13.0,37.67709460942191,6.635569561271767,2,10,RRHH,Madrid,M,Grado,Grande
41,35823.082609492994,4.956764518140641,40.22179398757804,6.963731189654453,3,10,Marketing,Valencia,M,Grado,Mediana
31,22773.799751213002,6.634996282634394,31.27146283570174,9.837069490752354,3,50,Marketing,Madrid,F,Grado,Mediana
38,29096.08402172926,12.080572817582198,42.473528268875164,7.686149033847789,3,50,IT,Sevilla,M,Máster,Mediana
33,23332.409599492294,5.618823581458122,41.91717515701822,7.892737374300461,1,10,Ventas,Madrid,M,Grado,Pequeña
35,33307.136757177854,3.1625302301277163,37.953457629521395,2.8468237428583048,2,50,IT,Valencia,M,Bachillerato,Mediana
40,85464.31847752712,10.926963394069963,45.02962255898208,8.924318438363455,4,50,Finanzas,Sevilla,M,Bachillerato,Grande
26,18288.89691122826,4.0,34.36251950523481,6.010272733881218,2,10,IT,Barcelona,F,Grado,Mediana
55,16207.336694254991,12.585796456954064,45.63954496626785,8.14758861364985,5,500,RRHH,Valencia,F,Grado,Mediana
24,75779.65741259627,2.0,40.772468327976256,5.856101061923027,4,10,RRHH,Sevilla,F,Grado,Mediana
22,32706.795914502723,0.0,38.31723705060913,4.0321430223804295,4,500,IT,Barcelona,F,Grado,Mediana
46,25989.90911402571,10.767003173572993,39.90063182315844,6.538880884041626,3,10,Marketing,Madrid,F,Máster,Mediana
42,61080.768657879446,12.999715860364836,39.46367617094529,5.724410868252326,1,500,Finanzas,Madrid,F,Máster,Mediana
41,26827.754066488786,12.237457619881571,46.101414482088586,6.235128881609776,0,10,IT,Madrid,M,Máster,Mediana
41,90490.9257561914,5.593821971322701,34.616604362644935,7.37558749061056,2,100,Marketing,Sevilla,M,Grado,Pequeña
34,50968.4929584228,8.318003401022125,36.18740380426701,8.9082853685813,1,50,IT,Madrid,M,Máster,Mediana
26,28454.00764604713,4.0,45.1815144603624,5.756410681674145,1,100,Ventas,Madrid,M,Grado,Grande
35,106793.68842660394,13.0,37.022325324080704,8.744558446561983,4,50,RRHH,Barcelona,F,Máster,Pequeña
28,26826.42098469493,6.0,44.50266538665796,9.515464012938626,1,10,Ventas,Barcelona,M,Bachillerato,Grande
44,52630.321446960515,16.332834462180298,48.497179915043546,4.761224187142375,3,100,Ventas,Barcelona,M,Máster,Pequeña
33,42177.67325384753,11.0,37.991024865291834,5.612701201733983,5,10,Finanzas,Sevilla,F,Grado,Pequeña
26,69624.41985000286,4.0,43.406811632876526,7.7404255827862585,4,500,Marketing,Valencia,M,Máster,Mediana
31,79281.14396787893,9.0,34.231538593300705,7.304672275934655,5,10,RRHH,Madrid,M,Máster,Mediana
39,36901.30054512577,14.615911658338392,43.773666490339046,8.421567299162392,4,50,Ventas,Madrid,F,Grado,Mediana
29,24916.638317548084,7.0,40.99711992993384,6.046338754750071,4,100,RRHH,Sevilla,M,Máster,Pequeña
26,45706.05540378311,4.0,42.365191410801074,8.241432391850111,2,50,Marketing,Madrid,M,Grado,Pequeña
37,25877.840831330497,11.663851985822083,36.772139639823024,8.435152415132332,0,10,IT,Sevilla,F,Doctorado,Mediana
37,99378.75364417919,4.499060597498715,31.694582922164138,6.0712455611139,2,100,Ventas,Sevilla,M,Máster,Pequeña
29,38881.26000329302,7.0,42.516260323747524,8.875810984738266,5,100,Marketing,Sevilla,M,Doctorado,Mediana
30,30252.654883265706,8.0,29.682984237602728,6.026377601492411,6,500,RRHH,Valencia,M,Bachillerato,Mediana
37,39828.58513435238,13.704180307992317,38.413247538787324,9.17282501889405,1,50,Marketing,Sevilla,M,Grado,Mediana
20,18516.858293595287,-2.0,44.70590933209985,8.2199491808258,0,50,IT,Valencia,M,Máster,Pequeña
20,22341.316046196447,-2.0,40.95948867936518,9.395740617132608,4,50,Marketing,Valencia,F,Máster,Pequeña
27,66184.8559699708,5.0,49.74171322394906,8.333871188264496,4,10,RRHH,Madrid,M,Bachillerato,Pequeña
32,26148.650460029727,9.349309567692591,45.12554576290887,5.204437025818997,5,100,Ventas,Barcelona,M,Bachillerato,Pequeña
38,21515.83616200483,6.478921309206878,36.730508058372116,9.73588343863186,3,50,Ventas,Valencia,M,Grado,Mediana
49,47492.46644392184,7.389667675715665,40.13656689925719,8.18311800387548,1,50,Finanzas,Valencia,F,Máster,Grande
43,65699.86024697156,11.98259506390254,39.76314648727782,9.002642090084697,5,50,RRHH,Barcelona,F,Máster,Pequeña
33,52024.84413701158,6.024797100019709,32.08911618326936,4.720590556165168,2,100,Finanzas,Valencia,F,Grado,Pequeña
34,59755.93783829762,7.958960126683772,35.29800541757823,4.862011469475094,4,500,Finanzas,Barcelona,M,Bachillerato,Pequeña
24,24874.59935872727,2.0,37.1961954651007,8.074063936671491,1,100,IT,Madrid,M,Grado,Grande
34,17838.149383224874,12.0,29.818897485720317,3.476878510616188,4,50,RRHH,Sevilla,M,Grado,Pequeña
32,76931.2023887364,10.0,40.23746734125822,8.092687615356335,6,100,Ventas,Barcelona,M,Máster,Grande
38,30904.5926279811,9.522603365629635,38.754640776734796,5.988116532400829,1,100,RRHH,Sevilla,M,Grado,Pequeña
26,32034.973016910186,4.0,31.63553049344213,8.369795259978115,3,10,IT,Barcelona,F,Máster,Pequeña
40,70551.41903182465,10.415269336777337,42.02106432638666,7.483684574018479,2,10,RRHH,Sevilla,M,Máster,Pequeña
50,47959.63529239058,5.191318075137107,43.5793637234548,7.8705641284620045,2,10,RRHH,Madrid,M,Grado,Mediana
33,45612.81040762457,11.0,41.13517239432444,4.861101696952921,4,50,Finanzas,Valencia,F,Grado,Mediana
39,107205.3220580638,17.0,38.37965912395515,9.432986755050043,5,500,RRHH,Madrid,F,Máster,Mediana
41,26324.119385768412,9.017474964182133,42.957210758759274,9.55613181360996,1,50,Finanzas,Valencia,F,Grado,Pequeña
30,57752.39295874395,7.514779550015963,43.40110180238346,6.606616399508951,2,50,Finanzas,Sevilla,F,Máster,Pequeña
37,37365.629459236305,5.25115353413076,41.537017848598445,8.216328587745572,4,500,Marketing,Sevilla,F,Bachillerato,Pequeña
35,41535.18338401131,12.290546018938105,35.876938747826195,4.802894130564633,4,500,IT,Valencia,M,Máster,Mediana
35,77982.07044870718,12.32597182431855,41.3830038275559,7.4599922305569635,4,100,Finanzas,Barcelona,M,Bachillerato,Pequeña
27,46813.077570815614,5.0,45.977403254127395,7.044123072476127,6,10,RRHH,Madrid,M,Bachillerato,Mediana
35,47531.505294979834,10.47041698409722,37.01685470694135,4.463279094757863,3,10,Finanzas,Barcelona,M,Grado,Pequeña
39,62084.6259889153,13.345197430397416,50.489696695662154,6.692789636398748,4,10,Finanzas,Sevilla,M,Doctorado,Pequeña
49,30258.23431655291,7.2751792124353205,37.37184533007308,7.289757461027863,4,10,Finanzas,Madrid,F,Doctorado,Mediana
44,23870.41646346623,8.509973390265,40.16203506670068,5.718197701313311,1,10,Ventas,Madrid,M,Grado,Pequeña
56,21538.45891722302,8.47187186849884,36.63757201996832,6.791527304551781,2,50,Ventas,Barcelona,M,Bachillerato,Mediana
27,13586.361060366045,5.0,41.1163541796013,9.083242255805125,1,10,Ventas,Valencia,F,Grado,Pequeña
43,101529.38723529098,8.590224977163924,31.288891536823623,8.68356594030242,2,10,Ventas,Valencia,F,Grado,Pequeña
36,20918.638130579486,4.114000864397442,37.269791005916396,6.196801815300556,1,10,Marketing,Madrid,M,Máster,Grande
56,32512.281466346823,8.269685847730871,34.53939399825717,6.81971597698273,8,100,Finanzas,Valencia,M,Grado,Pequeña
26,31621.525363206376,4.0,40.676691739461454,7.864392651846966,2,100,Marketing,Sevilla,F,Máster,Mediana
26,42349.1381364812,4.0,44.97223687754454,8.548519454063353,2,50,RRHH,Barcelona,M,Máster,Grande
29,54604.33784400792,7.0,43.230030935572756,8.07183377561672,6,10,IT,Barcelona,F,Grado,Pequeña
18,55839.497818821765,-4.0,28.14170319570554,8.137081254326588,2,50,Marketing,Barcelona,M,Máster,Grande
29,27131.787249314002,5.5162921944213,50.2103482646394,5.9685177579468345,2,10,Ventas,Madrid,F,Grado,Pequeña
27,33404.274275814074,5.0,41.47639970310434,8.790493145802168,0,10,Ventas,Madrid,F,Grado,Mediana
36,41826.691829916635,4.778753700415767,36.117504297535,9.837699620890557,1,500,RRHH,Valencia,F,Máster,Mediana
38,32069.299092827747,12.147418502806909,40.7856395949547,7.9503340595637395,1,1000,Finanzas,Barcelona,M,Grado,Grande
53,81119.02406615668,7.126198403713383,40.88094911251346,7.050730384399668,4,100,IT,Sevilla,F,Bachillerato,Mediana
44,46420.08336996303,9.198158474752413,36.66575641524218,4.210123599318553,2,500,Marketing,Sevilla,F,Máster,Mediana
29,52440.73181302926,6.126648563453864,40.989583336710375,7.374326037650151,5,100,Finanzas,Barcelona,M,Grado,Mediana
26,50586.531013285065,4.0,36.962638561898466,3.7723506930194755,3,10,Finanzas,Madrid,M,Grado,Pequeña
39,65299.32176364487,10.695645588226066,37.97819003654989,7.300800783028487,3,1000,Marketing,Madrid,M,Máster,Mediana
21,39755.79037765856,-1.0,36.568604321224576,4.351102325021249,5,10,Marketing,Madrid,F,Grado,Pequeña
53,18988.409126517843,5.632697010840952,32.836643551301734,8.848777124245332,3,100,Marketing,Sevilla,F,Doctorado,Mediana
46,44348.93508673206,8.989415541913809,40.72918235107692,4.6051745537017785,3,10,Marketing,Barcelona,F,Bachillerato,Mediana
30,26221.14835066556,6.176950997619611,42.92649718258169,7.325448571875411,5,50,Ventas,Sevilla,M,Grado,Grande
18,27880.747033716503,-4.0,42.57441798038186,7.86036177103516,4,100,Finanzas,Barcelona,M,Máster,Mediana
48,48687.714554816586,6.8478958535675325,44.09962626317617,3.9930022812127857,1,50,Finanzas,Sevilla,F,Grado,Mediana
33,67449.97801676134,11.0,41.62170105007434,6.6695722398668,4,10,Ventas,Sevilla,M,Máster,Pequeña
47,36703.8079812849,13.3112709351213,37.33637250891548,9.723106507521171,3,50,Finanzas,Valencia,M,Máster,Pequeña
19,42379.35050932029,-3.0,44.198319322155946,4.613883678756335,1,50,Marketing,Sevilla,F,Máster,Mediana
29,85059.60051749818,7.0,33.21241230079033,5.81724737531582,3,1000,IT,Barcelona,F,Grado,Mediana
35,40961.03753120573,13.0,35.4966430874376,7.248814533658749,2,100,Finanzas,Sevilla,M,Grado,Mediana
35,133364.539607057,9.108746112428463,35.178999642883774,6.592672439971866,3,50,IT,Valencia,F,Máster,Mediana
30,48182.676311777475,8.0,45.400280295696554,9.35463541251047,1,10,IT,Valencia,M,Grado,Pequeña
41,15057.30629410069,14.077101682179775,44.713942570700375,8.446269019801747,1,500,Ventas,Barcelona,M,Máster,Mediana
24,52927.101934254824,2.0,42.43652618522498,7.698682840989942,2,10,RRHH,Valencia,F,Grado,Pequeña
33,43939.949315361715,11.0,45.359649326058985,3.687462739161323,4,10,Finanzas,Valencia,F,Bachillerato,Pequeña
36,69208.32079236134,8.198890749013403,35.60358608794006,7.112583497261287,2,50,Ventas,Madrid,M,Bachillerato,Pequeña
40,50847.72574180758,18.0,41.7429755993049,8.342279457029107,2,500,Ventas,Barcelona,M,Doctorado,Mediana
42,33886.50081472384,18.26817165825811,39.37412785808418,7.155654385633339,4,10,IT,Valencia,F,Grado,Mediana
23,19689.698946575594,1.0,44.23441051942457,5.710407366544537,2,10,Finanzas,Valencia,M,Bachillerato,Pequeña
19,32711.709169123667,-3.0,39.42387883723901,7.11048000573034,3,50,Ventas,Valencia,M,Máster,Mediana
47,23735.800877743735,10.30158787185656,38.07528555794959,7.210320599704997,4,10,Marketing,Barcelona,M,Grado,Pequeña
38,27166.456520729032,5.3498552253362215,42.70454259280495,5.294196236276489,5,50,Ventas,Madrid,M,Máster,Grande
27,48741.65109698149,5.0,44.380845835956166,8.456398726568406,3,50,Marketing,Sevilla,M,Bachillerato,Mediana
50,83696.48431377157,7.192452787223607,36.65827402576599,5.5613145967011945,2,50,RRHH,Madrid,F,Máster,Pequeña
36,44237.83798719436,5.327347554716074,39.69462164323812,7.116201586572609,5,10,Marketing,Barcelona,M,Grado,Grande
46,19971.43874199846,10.318974700183741,34.70779683179174,5.592267803459261,4,10,Marketing,Barcelona,M,Máster,Pequeña
35,45356.162511671,6.562486362457347,27.509694912535302,9.043185174223048,1,500,IT,Barcelona,F,Bachillerato,Mediana
55,66059.80475190215,8.372360791576689,41.002298157068644,5.552393484674639,5,500,Ventas,Sevilla,F,Grado,Mediana
52,26771.911749454113,7.221210912473627,43.04452678127316,4.97784678224708,2,10,RRHH,Barcelona,F,Grado,Pequeña
32,33961.79232834696,10.0,41.31033404543363,6.262873895257598,3,10,Ventas,Madrid,M,Máster,Mediana
44,36583.18901585401,11.21236456846158,30.252191411228164,5.664151797922045,2,10,Marketing,Valencia,M,Grado,Pequeña
41,24527.515389081585,8.065612768656303,38.245752849617624,9.067501457354192,10,100,Marketing,Valencia,F,Máster,Grande
48,50218.57297931899,11.839940115378985,28.908261199744594,5.789930873642896,4,100,Ventas,Barcelona,F,Bachillerato,Pequeña
25,34184.44263002262,3.0,46.84850553827093,9.53021245280425,3,50,RRHH,Barcelona,F,Grado,Pequeña
41,44791.16647005857,2.9084265332264128,34.56972708940957,6.702354565605352,4,100,RRHH,Sevilla,F,Grado,Mediana
45,23301.054850879347,7.028496589035822,46.27701804729948,8.334469743157717,5,100,IT,Valencia,F,Máster,Pequeña
18,29180.93458504736,-4.0,44.729348218420725,5.963369057273623,3,500,Marketing,Sevilla,M,Máster,Mediana
23,52114.09241165219,1.0,35.49704823731969,8.973647510856427,1,10,Marketing,Sevilla,F,Doctorado,Grande
18,30139.245055912234,-4.0,34.33607524366128,7.856230293527417,2,10,IT,Sevilla,M,Máster,Mediana
32,86118.70598252125,2.8420677393877716,41.75185108193169,5.791068113260163,3,10,Ventas,Sevilla,M,Bachillerato,Pequeña
42,29738.027922077887,1.7840997240081058,35.778379814084644,9.392291867872721,2,500,Marketing,Madrid,F,Máster,Mediana
50,40633.26572255779,7.336459769976423,40.512423210791034,6.194388581031283,4,100,Ventas,Barcelona,F,Grado,Grande
35,57889.73827199933,7.239309988169201,37.585862045965406,6.601170365435674,5,50,RRHH,Barcelona,F,Máster,Pequeña
51,17868.9014823066,16.708384866620598,31.09420792767183,7.968482210536053,0,10,Finanzas,Sevilla,F,Bachillerato,Mediana
21,15056.959582346904,-1.0,28.847659904377707,6.1213690041561115,2,10,IT,Sevilla,F,Máster,Pequeña
18,16935.577111670453,-4.0,41.133421242472984,3.8039559662909186,3,10,Marketing,Madrid,M,Grado,Grande
34,68274.52927087461,11.70603189923829,37.192211268346874,9.512033873511111,4,50,IT,Sevilla,F,Grado,Mediana
38,27558.62759925732,16.0,37.23455091542934,5.598724949936699,2,10,RRHH,Madrid,F,Bachillerato,Grande
34,130496.23344450306,2.914217311628259,43.479319195468925,4.659924313167609,0,10,RRHH,Madrid,M,Bachillerato,Grande
18,27388.437127754853,-4.0,45.86721138316222,8.174878728264835,2,100,RRHH,Sevilla,F,Grado,Pequeña
34,39826.01622033251,9.138075636814111,38.63727639319095,7.264607251004928,1,10,RRHH,Barcelona,F,Máster,Pequeña
21,78515.7857792949,-1.0,38.29700646545069,7.052062817307333,4,50,Finanzas,Madrid,F,Máster,Pequeña
41,99016.96163417003,7.081502126706058,42.50071516556942,7.640971688466464,1,10,Ventas,Barcelona,M,Grado,Pequeña
38,101798.61606076648,10.830584558008006,33.21532215150212,8.914619256913529,2,500,Ventas,Barcelona,F,Grado,Mediana
25,66448.54151526779,3.0,41.11576527373848,8.062543950703976,1,50,Finanzas,Madrid,F,Grado,Mediana
29,60598.8541162424,5.252761384805437,42.75942985911077,4.0422981095047135,4,500,Ventas,Valencia,F,Máster,Pequeña
24,48837.97544696424,2.0,43.401151042088145,3.483032198352923,1,50,RRHH,Madrid,F,Bachillerato,Mediana
34,53593.364249700455,10.969268588448157,30.316236487487675,8.727248613745505,2,500,Ventas,Valencia,M,Grado,Mediana
44,27567.89477502007,12.619391711175995,36.1932236509553,9.933597975360339,4,500,IT,Madrid,F,Bachillerato,Pequeña
25,24122.50637785251,3.0,35.608683735882664,8.166893250664542,3,50,Ventas,Madrid,M,Grado,Pequeña
40,36254.281777031756,9.763477364563103,40.499434772046065,6.688321591742876,9,500,IT,Barcelona,F,Bachillerato,Mediana
29,33353.15630643205,7.0,42.403722898839916,7.504466266659039,1,50,Marketing,Barcelona,F,Bachillerato,Mediana
27,28951.751306074406,5.0,47.483552037229906,7.080396394760079,0,50,IT,Sevilla,F,Grado,Grande
33,51441.15045904395,9.05874639188096,37.525172598159635,7.632037634096845,1,10,IT,Barcelona,M,Grado,Pequeña
24,58550.95058215386,2.0,37.51213750845393,7.9955501829120665,2,50,RRHH,Barcelona,F,Grado,Mediana
29,37956.78076493427,7.0,45.74836009439373,7.166844317894362,1,100,RRHH,Barcelona,F,Grado,Mediana
23,76021.01091949506,1.0,41.482884692651524,6.627080646467055,0,100,RRHH,Barcelona,M,Bachillerato,Pequeña
54,20520.00294766828,7.500280346386288,46.33825755593987,8.631649310442707,5,10,IT,Sevilla,F,Bachillerato,Pequeña
35,32963.96487611414,5.994428694182457,41.44364001504918,6.402207834695785,5,50,Finanzas,Barcelona,F,Grado,Pequeña
28,25376.75406574342,6.0,34.21441690643365,6.6652114726376235,7,10,RRHH,Valencia,F,Máster,Pequeña
37,14281.663082373823,13.652980641627705,33.334358226110965,8.391268910116445,2,100,RRHH,Valencia,F,Grado,Pequeña
33,34844.81613059927,11.0,32.242438754705354,8.790217848091558,4,10,IT,Sevilla,M,Máster,Mediana
32,34170.78252584571,6.95947889381782,43.31025917379237,8.66903627507175,6,500,Marketing,Barcelona,M,Grado,Mediana
41,77398.66966358022,8.376283430738832,45.94298411543504,8.048009191968934,3,10,Marketing,Valencia,M,Grado,Mediana
42,49781.855153759236,14.335049953554298,49.2468107069319,8.238885908443171,7,10,Ventas,Madrid,F,Bachillerato,Pequeña
29,21761.694884197426,7.0,44.2155266616162,6.318173064337346,3,500,Marketing,Valencia,F,Grado,Mediana
29,91770.50999979694,7.0,45.81419288767493,4.952859942072544,4,50,RRHH,Barcelona,F,Grado,Mediana
32,66870.74444877266,8.534223068256642,37.09991833673158,3.4652184216003565,2,10,Finanzas,Valencia,F,Máster,Grande
