edad,antiguedad,salario,horas_extra,satisfaccion,proyectos_completados,evaluacion_desempeno,departamento,nivel,educacion,abandono
,7.0,51239.32943294863,,4.577047049048158,1.0,4.417040968818931,Ventas,Senior,Maestría,0
42.0,9.0,58998.653188447315,11.979131502607698,3.105192000793797,3.0,,Finanzas,Senior,Universitario,1
48.0,13.0,,2.938767858527604,5.157349798374032,3.0,2.4411993171770145,Ventas,Junior,Universitario,0
26.0,2.0,44765.81046650187,4.109203248225434,6.058985952104166,3.0,3.547614057592954,Marketing,Senior,Bachiller,0
43.0,17.0,81945.57851068953,2.2673824059553733,,,,RRHH,Junior,Maestría,0
54.0,6.0,77991.73411789181,1.2857919329432674,1.5899404965367525,5.0,,Ventas,Senior,Bachiller,0
61.0,5.0,68941.42082927027,20.31648305462062,7.15344715855702,1.0,2.926451490777895,IT,Mid,Universitario,0
23.0,,53373.7559082693,0.27196719040272144,8.285626013901272,5.0,3.650073629146911,RRHH,Junior,Maestría,0
56.0,11.0,82014.31851643517,1.5695586725222288,4.754270110844018,2.0,2.891731026817173,Ventas,Mid,Maestría,0
64.0,1.0,,2.395682819211034,2.8767786302075313,3.0,2.9806068561518715,Ventas,Mid,Bachiller,0
40.0,5.0,,1.1341600387550297,9.159264649999143,6.0,1.8092712594137255,Finanzas,Junior,Bachiller,0
61.0,5.0,69008.78904260024,1.5089785194167207,8.624038044934725,5.0,2.5280047211621848,Ventas,Senior,Bachiller,0
,14.0,82151.55357421862,0.644946509582822,3.4948050053334025,2.0,1.2225362088181266,Ventas,Senior,Universitario,0
61.0,19.0,88355.90608441705,3.2199535109023536,7.832688385577963,3.0,,Finanzas,Mid,Bachiller,0
57.0,12.0,72952.05827843511,5.985051652246661,7.007255293877035,6.0,2.4606309153230916,Marketing,Junior,Universitario,0
60.0,10.0,74466.30989090652,0.7851740064733654,7.851759221303336,3.0,4.840094142702856,IT,Junior,Bachiller,0
23.0,3.0,,5.236616263195018,3.399079698130372,2.0,4.663680157721861,IT,Junior,Bachiller,1
62.0,1.0,53500.953850318096,0.5766581332949854,9.180443816384642,4.0,4.204851218458847,Ventas,Junior,Doctorado,0
39.0,13.0,71065.6629036167,3.8232507138049927,,2.0,1.017946629755472,Finanzas,Junior,Maestría,0
44.0,5.0,57854.88655289409,,2.6041613238454087,1.0,3.5544719495682484,IT,Junior,Maestría,0
47.0,11.0,62764.618237444345,5.423881086642458,7.030301820961567,,4.628645028122712,IT,Mid,Universitario,0
32.0,13.0,63705.361203681176,,4.92756649681443,4.0,3.702887019062744,Ventas,Senior,Universitario,0
22.0,13.0,62878.41709818394,6.772898191762725,2.638489541114728,7.0,3.724653375563717,IT,Mid,Universitario,1
57.0,18.0,,4.847856742475654,1.9130549715334393,2.0,2.1518238286125175,RRHH,Junior,Universitario,0
,17.0,81522.59044898915,6.908067859455195,2.1551909260712536,3.0,2.082729447128776,Ventas,Junior,Maestría,1
52.0,16.0,83202.83113046596,0.3930588574032737,9.377853917208313,5.0,4.56631851884416,Ventas,Mid,Maestría,0
29.0,11.0,61186.611245157095,0.8635814864706657,9.131108641259639,5.0,1.5550177232701587,Ventas,Senior,Universitario,0
61.0,2.0,,1.55012152879102,2.1566867359598554,4.0,1.4710581479324234,RRHH,Junior,Maestría,0
45.0,4.0,,3.5030206154282277,8.470982419367367,4.0,3.3492911679166446,Ventas,Mid,Universitario,0
41.0,8.0,68523.61179389713,4.684030251991858,5.995345458012389,3.0,3.649846411390175,IT,Junior,Universitario,0
36.0,0.0,52087.38958174194,2.9918604779794795,,4.0,3.784616710776942,IT,Senior,Universitario,1
51.0,11.0,73673.50547661004,0.4729847350059071,1.9594850918728852,4.0,3.7630407269832733,RRHH,Junior,Universitario,1
41.0,3.0,57321.19847923114,21.686414232152003,6.283718527756319,3.0,,Marketing,Junior,Universitario,0
59.0,2.0,56973.766781921535,1.0583322958911825,1.7096077759302282,5.0,1.840481424439175,IT,Mid,Universitario,1
23.0,5.0,52553.078412305855,4.619973432959095,1.2034610477391734,5.0,1.3436305886117759,Finanzas,Senior,Maestría,1
27.0,0.0,42546.74517399916,11.788483511249714,9.338999872899741,3.0,1.1643008160877937,Marketing,Mid,Maestría,1
63.0,16.0,,5.300733054827798,1.0552235546353421,2.0,4.60543663470917,RRHH,Senior,Maestría,0
39.0,2.0,43632.00489747652,3.1795022520769627,4.640065635324509,6.0,3.959470064249016,Ventas,Mid,Maestría,0
57.0,18.0,82382.27442765313,8.026498364967447,5.876020499831345,4.0,,Marketing,Senior,Universitario,0
35.0,2.0,44488.1470275683,2.8017425779695926,6.993218270945508,2.0,3.1586965629917607,IT,Junior,Maestría,0
47.0,8.0,68902.26838685993,,2.7972913693106864,0.0,2.615196510685563,IT,Mid,Bachiller,0
,17.0,84057.19814458625,1.479438438367492,5.545146730023541,6.0,1.7221414963345554,Ventas,Mid,Bachiller,0
51.0,,56460.943760383576,3.570134993825189,1.6927247048225902,0.0,3.5933084208052826,IT,Senior,Universitario,0
28.0,10.0,62266.10183619196,1.9068818812702761,2.2899309801803325,3.0,1.266923048392727,Finanzas,Junior,Universitario,1
51.0,0.0,59108.06986785355,2.2210159005500216,6.619102909979232,6.0,2.1402597735452353,IT,Junior,Maestría,1
39.0,18.0,87494.44916535063,2.9109166597135356,6.3673034709306515,4.0,4.0339440760773915,Ventas,Junior,Maestría,0
43.0,5.0,61346.83451968279,0.5498831524548703,8.288528239140927,1.0,4.340664375387949,RRHH,Mid,Bachiller,0
38.0,4.0,47684.73273593142,20.102929519196117,5.37349293538041,2.0,3.149589372791814,RRHH,Mid,Maestría,1
52.0,17.0,78181.38569090894,,3.7305351337624786,2.0,2.26976845406929,IT,Mid,Maestría,0
38.0,12.0,,3.2675703619732923,,0.0,2.4196265719777035,IT,Junior,Universitario,0
52.0,14.0,76282.49507680105,0.7742856246137835,5.117164395440733,5.0,3.699210021692971,Ventas,Junior,Bachiller,0
34.0,19.0,77435.48687017716,0.6874007219594658,6.887073600296151,2.0,2.384857464959698,Ventas,Junior,Maestría,1
48.0,15.0,77317.85457077355,0.2510759487401926,4.212237975674219,2.0,3.4236497514726767,IT,Senior,Universitario,0
41.0,4.0,59455.38197305571,2.577523009067117,8.590717616285868,4.0,2.3383558267584514,Finanzas,Senior,Universitario,1
38.0,18.0,74604.2839931521,9.989420162720036,1.5105902372796205,4.0,1.2057504774028183,Finanzas,Junior,Bachiller,0
50.0,8.0,65848.8790834825,5.827026210417668,8.235070816405642,3.0,3.952896659858442,IT,Mid,Universitario,0
60.0,19.0,87405.76161394498,6.86911895549557,1.7091240430943775,,1.7795835950146968,Marketing,Mid,Universitario,1
56.0,10.0,,5.360130621747654,2.5607632073227755,2.0,4.837050202479343,IT,Senior,Universitario,1
29.0,6.0,55307.936144336294,13.778114703750344,5.639329397406238,2.0,1.635110057527815,Finanzas,Senior,Universitario,0
64.0,,78392.99389169988,2.387145857527198,1.9547455737047794,2.0,3.5115468413382556,IT,Junior,Maestría,1
59.0,8.0,77631.5250748214,6.813955834395571,5.692315291168967,3.0,1.3798905026606723,IT,Senior,Bachiller,0
36.0,0.0,,1.567715496183272,3.0199553398515384,2.0,3.9938437203796933,Marketing,Junior,Maestría,0
22.0,0.0,,5.682606549722971,4.938802186414421,2.0,3.6789547543479193,Finanzas,Junior,Maestría,1
54.0,7.0,68310.55333752176,6.154177648993027,7.832819774284688,2.0,3.640148568746687,Finanzas,Mid,Maestría,0
24.0,,61496.189137382244,2.274934019777228,8.896987198162265,,2.5656732300028873,Marketing,Mid,Universitario,0
60.0,1.0,62355.00757408441,2.362423136376225,7.231109996780814,2.0,1.1125557846583876,IT,Junior,Universitario,1
59.0,15.0,,0.055468192816070086,4.519111807547336,4.0,1.9321796317861524,Ventas,Mid,Universitario,0
,6.0,56372.68089514073,2.941455626874766,8.997094517038992,,3.2144428202671196,Ventas,Mid,Maestría,0
63.0,0.0,65995.09560790774,2.4245256962935984,4.2513966175028015,2.0,4.284652052504276,Marketing,Mid,Universitario,0
39.0,8.0,57376.22537640126,7.3082449276663315,8.08134387445082,3.0,4.13837753142343,RRHH,Mid,Universitario,0
59.0,11.0,70556.9635089253,,9.566513370677894,3.0,3.3034222098105466,RRHH,Junior,Universitario,0
52.0,11.0,74836.09871788636,1.0075421085782068,2.1140698145553096,1.0,3.7072520974781025,IT,Mid,Universitario,1
41.0,,,2.7075117450576247,,5.0,3.1434543820310386,Finanzas,Junior,Universitario,0
28.0,16.0,64562.85591805522,11.816212680793663,7.491233745859193,3.0,3.74958602413685,Ventas,Junior,Universitario,1
58.0,10.0,76085.06274342793,7.559967230480934,7.963338437431585,3.0,2.127784774007607,RRHH,Junior,Doctorado,0
48.0,18.0,88869.17631744611,0.2451977010318079,,,1.8178656026213593,Ventas,Junior,Maestría,0
29.0,8.0,56327.42829970625,5.197062422907656,3.360842920803492,2.0,2.7659095109433958,RRHH,Mid,Maestría,0
35.0,9.0,60718.64608072453,0.03153477564408321,7.254900852339043,5.0,2.2559240645630108,IT,Senior,Bachiller,0
36.0,10.0,58312.8131478586,3.5843208947960843,,0.0,1.8602774186493147,Ventas,Mid,Universitario,0
28.0,19.0,,,8.472299470117768,,4.934153574527938,IT,Junior,Universitario,0
54.0,11.0,,3.55927295063511,8.031809206592524,3.0,4.316451883813423,RRHH,Junior,Universitario,0
55.0,6.0,65530.1870371861,4.477617909274926,,3.0,4.302271627966686,Ventas,Mid,Bachiller,0
25.0,17.0,69063.0403310387,9.985936746608322,3.0400320398126732,6.0,3.90141863200498,Ventas,Mid,Doctorado,0
22.0,14.0,67151.9876221368,1.3936084985860684,7.009316060328401,3.0,2.1191542833968255,RRHH,Junior,Universitario,1
62.0,5.0,68986.36488933093,3.948599690233397,6.289983258747435,4.0,2.27510753549407,Marketing,Mid,Maestría,0
35.0,16.0,70878.2656789108,0.26539769768671584,2.578939273232786,,3.6095053525218037,IT,Mid,Universitario,0
52.0,4.0,,1.5995281651654927,5.027882100645026,4.0,3.607366419786791,IT,Mid,Maestría,0
59.0,14.0,,9.370511882935821,7.764039451681843,1.0,1.2443591682008188,IT,Junior,Universitario,0
41.0,15.0,74064.20402500196,5.6985344500370285,6.600982341446139,1.0,4.14790210911101,Ventas,Junior,Universitario,0
24.0,18.0,63783.146070882955,1.9126212984209447,,1.0,4.913136672784568,Marketing,Junior,Universitario,0
,2.0,64403.51492609406,0.26106773040719766,6.619606761663382,4.0,1.674630856117889,Marketing,Mid,Maestría,1
54.0,2.0,57745.983740767544,0.9072553098121839,8.415953588474165,6.0,1.439719035368864,Ventas,Mid,Bachiller,0
36.0,14.0,65203.35570358041,1.0171015982930822,4.451757743087349,7.0,1.7098108525835198,Ventas,Senior,Maestría,0
,15.0,55618.15466305296,2.846155826183008,4.8619403880671435,5.0,1.0846067358026255,IT,Senior,Bachiller,0
49.0,7.0,60270.541762532994,1.5293781094691237,6.315781486039716,4.0,4.366712336719762,Marketing,Senior,Bachiller,0
48.0,5.0,58033.06737182551,3.8117607099802298,2.342467294767275,3.0,1.028150103464422,Finanzas,Mid,Doctorado,0
54.0,4.0,63698.60701613438,0.6885473914540752,6.856476389323784,1.0,2.772511816989944,Finanzas,Junior,Universitario,0
40.0,14.0,,0.9186114313160764,2.37182964457973,2.0,4.715224294521558,Finanzas,Junior,Maestría,0
54.0,15.0,71946.35846420137,,,2.0,1.4901633088896897,IT,Junior,Universitario,0
52.0,13.0,,2.0819742679872504,7.6060670503667165,4.0,2.3363546246103275,IT,Junior,Universitario,0
25.0,16.0,76455.29613221704,2.310221231343166,1.5036870992410862,3.0,3.078724502983624,IT,Junior,Bachiller,1
53.0,6.0,55014.27633676078,,9.87895086592695,4.0,1.6753800963865464,Marketing,Junior,Maestría,0
63.0,4.0,,10.86905368780349,8.499539128962127,1.0,4.791388039868417,Ventas,Junior,Universitario,0
49.0,13.0,71479.46485575452,,6.637028606621572,2.0,3.4729170971626298,RRHH,Mid,Maestría,0
37.0,7.0,61613.89527599661,2.095872840220911,7.359302993799525,4.0,4.26107528004561,Marketing,Junior,Maestría,0
64.0,13.0,80033.15008797716,5.16036087418163,3.5456094424020543,4.0,4.946975669251316,Finanzas,Mid,Bachiller,0
49.0,1.0,59690.27540591598,0.23434788478240742,6.809039678172232,4.0,4.434234283632833,Marketing,Junior,Universitario,0
36.0,14.0,71214.89607625484,1.32233266077872,8.763338199074603,6.0,2.44614633199141,Finanzas,Senior,Universitario,0
43.0,2.0,50069.97824775231,21.621225863390798,5.685601376786134,6.0,3.7837450784790265,IT,Junior,Universitario,1
52.0,3.0,59149.36602215667,2.7761348773284604,3.3623346124573716,3.0,3.098374265169884,Marketing,Senior,Universitario,0
42.0,1.0,,1.378812324792591,8.736191057767478,4.0,4.573119626445366,RRHH,Mid,Maestría,0
53.0,2.0,66091.55091877565,7.7544255090933145,5.119290217746179,1.0,1.6190975248450852,Finanzas,Senior,Universitario,0
28.0,14.0,,4.0825614802800185,8.736280881052716,3.0,3.0959776069172524,Finanzas,Junior,Universitario,0
54.0,2.0,58060.87154179956,8.652508639813423,1.1650629434520463,3.0,,RRHH,Mid,Universitario,0
29.0,8.0,54351.49497239338,,1.8413385142445435,4.0,3.354575652515187,Finanzas,Mid,Maestría,1
35.0,8.0,70145.0599759625,1.2771670058143927,2.8075371039580017,5.0,4.0859130146843405,RRHH,Junior,Universitario,0
46.0,,50725.86299138646,2.1638062511653935,6.018682741963226,,,Marketing,Senior,Maestría,0
53.0,19.0,81194.38768381195,3.895602717690739,1.4369842530871175,1.0,3.461765186303056,Finanzas,Mid,Maestría,0
49.0,10.0,67894.93843999362,4.237935320401091,3.8489634843974274,1.0,4.703542284371745,Finanzas,Mid,Bachiller,0
23.0,9.0,58514.54784224853,5.657040624493504,9.646806356806621,2.0,4.735063129195675,Marketing,Junior,Universitario,0
,9.0,60951.70805935699,7.668417279590459,9.345700974284595,2.0,4.211340978965794,Ventas,Mid,Maestría,0
48.0,3.0,,12.052191206833488,7.275456666499711,2.0,2.6903999370118528,Ventas,Senior,Bachiller,0
23.0,16.0,59282.79955988641,3.652228426833318,8.505021513026815,5.0,1.4801260283899178,Ventas,Junior,Bachiller,1
29.0,10.0,67386.25936781881,1.4135049746557868,,5.0,1.198722582240379,IT,Junior,Maestría,1
59.0,14.0,85666.63236014075,6.1830694407785645,6.635857688364256,3.0,2.674302124142027,Finanzas,Mid,Universitario,0
41.0,11.0,,1.442420820309137,3.214519162713837,2.0,4.987203240912588,IT,Junior,Maestría,0
58.0,,68077.3257029764,3.434664790869176,2.6364464692590146,,2.5174871460760113,RRHH,Mid,Maestría,1
42.0,12.0,66300.31612958717,3.952262523818984,3.871162522366334,3.0,1.5634323457436317,IT,Junior,Doctorado,0
47.0,2.0,58588.236024946564,4.702992014737459,7.303071222740831,5.0,1.3045851844834973,RRHH,Senior,Maestría,0
52.0,13.0,77618.21025836613,6.611340618321232,4.50954674367232,2.0,1.8158696030915737,IT,Mid,Universitario,1
41.0,2.0,53131.56506154757,2.952600246149289,4.204484601176984,4.0,2.8411796458619936,IT,Junior,Universitario,0
27.0,12.0,56129.70987390415,7.662368509788292,8.978821736868248,3.0,2.082706792930966,Finanzas,Mid,Bachiller,0
36.0,5.0,54365.12118642166,2.9070499459834913,4.627719820041046,4.0,2.795924586754678,Ventas,Junior,Universitario,0
22.0,10.0,,2.282107669333405,6.759996855404461,2.0,3.1115082632216726,Ventas,Senior,Maestría,0
47.0,10.0,,1.8680224011448505,,4.0,1.6667812868547882,IT,Junior,Universitario,0
50.0,3.0,,0.4412526935179415,6.118077640546106,2.0,2.939995142393872,IT,Junior,Universitario,0
23.0,17.0,72345.35287922411,,1.538595859400434,1.0,2.97693739683663,Ventas,Mid,Universitario,0
43.0,1.0,54362.79456131637,0.7379878623796052,,2.0,4.167550096851132,IT,Mid,Universitario,1
50.0,4.0,54850.60552398322,0.19887086538937787,6.88771696356962,3.0,3.970754078627867,Marketing,Mid,Bachiller,0
30.0,2.0,52319.93339564725,1.322199324154304,9.973650422926536,8.0,4.1110277765131436,Marketing,Mid,Maestría,0
,,71714.70385406593,1.248442213991869,3.2917169885482878,4.0,3.49494047823498,Ventas,Mid,Maestría,0
42.0,9.0,65545.66491353205,5.8636466934422025,4.708176247340518,2.0,1.608049143468416,IT,Mid,Maestría,0
53.0,11.0,76122.30489633378,8.392668038120695,5.311598920430036,4.0,3.155285121557582,RRHH,Junior,Maestría,0
53.0,4.0,54067.57988590054,0.9139466392862388,9.815815029888864,0.0,2.918181408493726,Finanzas,Junior,Universitario,0
61.0,11.0,73725.7438873374,3.239833134577561,2.3004047873214324,1.0,3.9945318533037844,Ventas,Senior,Universitario,1
47.0,14.0,,4.564734215671576,3.6828059832646454,4.0,4.341080341351811,IT,Junior,Universitario,0
34.0,12.0,61711.14091741838,6.61530377915451,6.379318113736195,2.0,2.887011376245655,Finanzas,Junior,Bachiller,0
24.0,2.0,35436.55365683974,1.1750595461353848,7.663255585494677,5.0,3.423549993582793,Ventas,Junior,Universitario,1
53.0,4.0,57730.587659165496,0.7581045084451978,7.919744766640639,1.0,1.652809648079793,RRHH,Junior,Universitario,1
54.0,11.0,69795.59587747337,3.037561565679984,9.036034642233115,2.0,3.8733858990325776,IT,Junior,Universitario,0
54.0,,64383.443221466565,,7.8513204217992145,1.0,3.508554863884083,IT,Mid,Universitario,1
63.0,3.0,70181.01411286584,16.971915133999683,,1.0,4.465012102033995,Finanzas,Senior,Bachiller,0
63.0,13.0,81738.79361684169,1.2065810787924647,2.4167345631712007,2.0,2.2473421719683477,Ventas,Senior,Universitario,0
34.0,14.0,73549.70807862321,3.008235737224374,7.370640566853055,3.0,2.2395975731315514,IT,Mid,Maestría,0
64.0,4.0,65534.019846734314,2.1093342079147357,9.770032233469957,3.0,2.593339190726396,IT,Junior,Bachiller,0
27.0,7.0,60951.87997411646,0.07071310681563639,1.905786042800231,3.0,4.750803244005468,Ventas,Junior,Bachiller,0
25.0,,,3.258302649830673,,1.0,,Ventas,Junior,Maestría,1
59.0,1.0,62924.764550318796,2.068585614970541,9.56601521406305,1.0,4.156980791228984,RRHH,Mid,Universitario,0
27.0,7.0,47396.7940731256,5.484243034299894,8.452887126191573,4.0,1.0441421645769347,Finanzas,Junior,Universitario,0
24.0,,59356.75048636035,5.6527611532157955,,5.0,1.8197702789513794,Ventas,Mid,Maestría,1
48.0,,,3.78592908678401,,5.0,3.4018619879406207,Marketing,Junior,Universitario,0
61.0,18.0,96225.75428722303,0.32937278922775326,2.573322848679163,3.0,1.606237034502938,Ventas,Mid,Maestría,1
41.0,5.0,58750.342420392284,,3.3254591107771163,4.0,4.02384886589899,IT,Mid,Bachiller,0
39.0,9.0,58983.51683564399,,8.167665239312292,1.0,3.327107862627357,IT,Mid,Universitario,0
,1.0,,7.774882052238299,6.248306491954742,3.0,3.9502823930282833,Ventas,Junior,Universitario,0
51.0,14.0,,7.176642264627544,5.202677742678134,8.0,4.073591618791951,IT,Senior,Universitario,0
31.0,13.0,,10.088088779443911,1.3876982822096968,,4.258551068671469,Ventas,Junior,Universitario,0
44.0,12.0,,6.283651939731741,4.921108596711294,1.0,,RRHH,Junior,Maestría,0
24.0,16.0,66601.00791466865,2.4565762187833284,4.569578859109775,0.0,2.1019669232270344,IT,Mid,Universitario,0
30.0,10.0,62214.700685600474,2.403180732874686,6.1397118608273695,1.0,2.1014956085228107,IT,Junior,Bachiller,0
40.0,1.0,,1.1657964496197,3.505544467060209,,2.791443752652083,Finanzas,Junior,Bachiller,0
57.0,15.0,84468.91089258139,3.3482585744587015,1.1896026230825183,4.0,1.4887555968698951,Ventas,Junior,Universitario,1
61.0,1.0,58402.33736837189,10.278465927505152,,5.0,2.278303190980249,Ventas,Senior,Universitario,0
48.0,19.0,85242.95840050658,0.5565511521546439,,1.0,3.8780964214878986,IT,Mid,Bachiller,0
63.0,7.0,,0.5465556829275202,,1.0,2.057830374389176,Finanzas,Mid,Bachiller,0
49.0,3.0,60713.23153964478,2.554197477521727,1.8952669102549349,2.0,2.763362312270122,RRHH,Mid,Bachiller,0
64.0,9.0,85538.83702084706,1.9883195707557941,8.056014939552675,0.0,4.695747547907089,Ventas,Mid,Universitario,0
29.0,11.0,68871.89797640691,0.2813686784680306,5.8070281246432405,2.0,4.3857268449484135,IT,Senior,Universitario,0
63.0,5.0,65032.5410861555,1.0616217946746582,1.174183297527712,3.0,2.5616615842712007,Finanzas,Senior,Universitario,1
29.0,10.0,54317.321667771765,,9.416553778129087,8.0,1.7590719739275946,Ventas,Junior,Doctorado,1
39.0,4.0,61835.54566501128,,4.9101442704795595,0.0,1.2148750165310687,Marketing,Mid,Maestría,0
42.0,19.0,,4.037043242298285,2.8847056036468044,1.0,4.727503122007004,Ventas,Junior,Doctorado,1
34.0,14.0,,2.6533681669451625,4.400442383717152,5.0,2.5812971784270657,IT,Junior,Universitario,0
48.0,12.0,67788.15724081841,0.3121920527515392,3.423772747382608,2.0,4.8220140525256125,IT,Mid,Universitario,1
61.0,4.0,68391.99264948866,,,2.0,4.356609925369451,IT,Mid,Universitario,0
37.0,5.0,58021.27597778668,4.377219857058939,1.0058111493321724,4.0,3.7137085763713507,IT,Mid,Maestría,0
61.0,0.0,59507.0934763748,0.24647723135556532,6.28216714973798,3.0,2.317754822822864,Marketing,Mid,Universitario,1
30.0,15.0,70192.6571897628,6.865299708948632,6.719771721971425,3.0,3.5247531420797773,IT,Junior,Maestría,0
48.0,16.0,74359.61293999956,0.18545637889922956,8.582094647801126,2.0,2.4067487072605687,IT,Junior,Bachiller,0
38.0,0.0,44390.32783527914,4.268785449518581,,3.0,4.886246324521603,Ventas,Mid,Maestría,1
24.0,16.0,,11.348245937641606,6.108269556077564,2.0,3.826393566151968,RRHH,Junior,Universitario,0
25.0,1.0,44019.47650583909,2.6597978889558953,5.392161227894622,2.0,1.9547325696601558,Finanzas,Junior,Universitario,0
61.0,7.0,,2.319239191617315,2.3640186421447638,1.0,4.508780550461077,Ventas,Senior,Universitario,0
22.0,0.0,34273.547949036234,,4.650485014042978,3.0,3.450481191606327,IT,Mid,Universitario,1
35.0,1.0,46986.55581775338,11.042318947700114,8.981453573626315,2.0,1.7665240076162783,IT,Junior,Maestría,1
29.0,12.0,67648.48602421857,0.024757933778813235,,3.0,3.267008872898238,RRHH,Senior,Universitario,0
28.0,13.0,62339.64524419429,2.4856127959416923,4.824474951539845,6.0,4.044822895239497,IT,Junior,Maestría,0
51.0,2.0,58567.13068278397,,8.057655325613393,4.0,3.6718406279321454,Finanzas,Junior,Maestría,0
46.0,11.0,63317.99430670544,2.0489367032990273,9.613606558337656,2.0,3.3047995616558694,IT,Junior,Maestría,0
60.0,18.0,92915.93765336592,5.536351076695483,3.3851450721321212,1.0,1.8777527402142469,Marketing,Senior,Bachiller,0
37.0,8.0,61109.19330847023,3.976210452858982,6.803571937000299,2.0,1.9060216759060213,IT,Mid,Maestría,0
32.0,3.0,46167.71889439847,7.579374892035787,6.864711711154796,5.0,3.7306162560678477,IT,Junior,Doctorado,0
46.0,4.0,54360.68198236511,0.8654589653747073,3.6992448436905203,7.0,1.6547777485593027,Finanzas,Mid,Universitario,0
54.0,4.0,62271.65644164479,,8.587514891537175,0.0,3.431124024924032,RRHH,Mid,Bachiller,0
42.0,11.0,,4.4777015868831205,6.849015337206016,4.0,4.232311840556651,IT,Mid,Bachiller,0
31.0,12.0,64889.10978197309,,8.96489025328436,4.0,4.101697028051252,Ventas,Mid,Universitario,0
30.0,10.0,57122.52672559706,5.4014337899710725,8.802683957435697,2.0,2.068186642553889,RRHH,Mid,Universitario,0
22.0,,,1.9681379739459617,,3.0,1.8639065874836565,IT,Junior,Maestría,0
55.0,10.0,73065.52053976974,0.21986521591682764,,3.0,1.2940421681603382,RRHH,Junior,Maestría,1
52.0,16.0,70745.38735120665,3.083324361053738,2.1043665854495046,9.0,2.364059848715569,IT,Junior,Maestría,1
42.0,,56166.4820616451,13.077336082373899,9.640529879580713,4.0,3.319620357232306,Ventas,Junior,Universitario,0
45.0,14.0,74507.82614768592,1.010127366343954,4.859252435310921,,1.721513572424969,Ventas,Mid,Bachiller,0
40.0,16.0,77051.28016689219,8.296857546934369,3.9256011549621466,2.0,4.431100675198044,Finanzas,Junior,Universitario,1
42.0,11.0,,14.34899137825057,3.518500670860892,5.0,1.2521221254086243,Ventas,Mid,Universitario,1
46.0,3.0,62913.15504688647,0.20049379872968115,4.225941305109215,,4.861270203724706,Ventas,Senior,Bachiller,0
41.0,,61279.98613271146,4.393836800563284,5.763144862984805,4.0,3.062628770272157,Marketing,Junior,Universitario,0
47.0,12.0,69197.88093821102,2.1301738143728253,5.240122574973599,5.0,3.638804980445026,Ventas,Junior,Bachiller,0
28.0,13.0,68055.70405506433,4.269070513770886,4.4075903213000505,3.0,4.922330720068842,Ventas,Junior,Universitario,0
24.0,,58148.86840562431,6.284125935660882,4.57401033150375,0.0,1.086806530150866,IT,Senior,Bachiller,0
61.0,2.0,59857.10861396547,0.0588979359939137,5.548219633991258,,2.6582716062696368,IT,Mid,Universitario,0
29.0,10.0,,0.08633682673227407,6.641878991558659,1.0,2.4059200711395285,Marketing,Junior,Universitario,0
51.0,14.0,76202.90174081933,3.3474977337027196,2.490033524088563,1.0,3.0877550083082546,Ventas,Junior,Bachiller,0
32.0,13.0,67020.11945398782,0.8194807761012528,6.225900600207542,,3.3476781617681213,IT,Junior,Universitario,0
29.0,17.0,79156.73877971934,7.309348188804854,9.437777634203844,7.0,1.023731244370747,RRHH,Mid,Maestría,1
58.0,5.0,53593.59847190407,3.851183370600591,9.778424021397633,3.0,2.257178887647457,IT,Mid,Maestría,0
,19.0,64911.53822047645,,9.39958089533604,0.0,3.4201109798680225,Marketing,Senior,Bachiller,0
29.0,0.0,49307.465926252764,8.07611645325379,,2.0,1.2713805771832738,Marketing,Junior,Maestría,0
51.0,16.0,77119.43587204376,0.7474678058410665,2.238965520457866,1.0,3.86532632597164,Ventas,Mid,Universitario,0
64.0,16.0,96670.08088317736,0.11042632591734566,4.584354634435549,1.0,2.4958031357790906,IT,Junior,Universitario,0
,7.0,76039.73865813109,4.80060286956887,7.56866204175404,6.0,1.7670208258198117,IT,Mid,Maestría,0
37.0,,,8.318733143349261,3.86615212492715,6.0,,Finanzas,Junior,Universitario,0
25.0,11.0,,3.7908572124172544,5.279152659900784,3.0,3.021072344302387,IT,Senior,Maestría,0
42.0,14.0,68340.35988098811,13.329569932961835,,2.0,3.285393754155934,Ventas,Mid,Universitario,0
55.0,,55781.75581369042,,1.3005261119393041,3.0,4.525488689068984,Ventas,Mid,Universitario,1
61.0,3.0,58094.3880205265,1.956907249062513,9.309782226405943,0.0,2.5344202583562945,IT,Senior,Universitario,0
56.0,15.0,76810.86693839934,1.8217747544401783,,3.0,1.367163696824682,Marketing,Junior,Universitario,0
34.0,6.0,55941.18046679021,5.0501768981143265,1.6855156396800415,1.0,4.763566946739533,IT,Senior,Bachiller,0
64.0,16.0,,0.35037377101174055,6.164229562547728,3.0,3.5754587489441376,Marketing,Junior,Maestría,0
48.0,14.0,,1.8807474672139814,4.501537409530831,1.0,3.8766820538278983,Ventas,Junior,Universitario,0
29.0,16.0,60163.5344586392,4.950824939858441,6.449691739036945,,3.5530110105099237,Marketing,Junior,Universitario,0
62.0,8.0,75810.99294068261,4.851470185777734,,2.0,1.8827828732496221,Finanzas,Mid,Maestría,0
,0.0,54893.80831128338,2.458750000123779,6.070228144624759,2.0,3.190060564775509,Marketing,Junior,Universitario,0
50.0,19.0,77159.72057274573,26.057775421816032,3.965815228234942,3.0,2.525004482281401,Finanzas,Senior,Maestría,0
37.0,13.0,79950.42869242695,14.853641095756076,,4.0,3.3445678399124845,Ventas,Mid,Doctorado,0
